id,kind,title,excerpt,body,source,url,created_at,level,image_url,phonetic,is_hot,tags
f7e1a1c0-0447-4433-9f16-13e5f54752fd,idiom,new blood,,We had to new blood before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
61dac560-7681-48bf-8e6f-0942c1071137,idiom,You can't judge a book by its cover,внешность обманчива,You can't judge a book by its cover.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B1,,,false,{idiom}
509cd6e0-d977-4153-b482-bc652b5b081e,idiom,lend someone a hand,,We had to lend someone a hand before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
e3b388fe-114b-4b80-b1db-b17349b7b056,idiom,be on the ball,,Be on the ball after a good night's sleep.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
fb2b110a-0f19-4bb0-99d1-b32adcd1ad69,idiom,A pain in the neck,,We had to A pain in the neck before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
40c4ed3e-d474-4649-b4d9-091e3fcd8fce,idiom,leave sb in the lurch,,The detective promised to leave someone in the lurch.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
ff058ef8-b317-4767-944e-3ab2236c180e,idiom,be asking for it/trouble,,Be asking for it/trouble after a good night's sleep.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
fa7a7cac-4e22-44ad-9efc-f6780a9e932e,idiom,Back to the salt mines,,We had to Back to the salt mines before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
31d76fac-ea9b-4e09-a613-f47b07012b67,idiom,let your hair down,,He accidentally let your hair down about the surprise party.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
5033d752-a287-4abf-8c8c-609a3ff4f476,idiom,Nest Egg,Заначка; накопления на будущее,They used their nest egg to buy a small flat.,engxam.com CAE Useful Idioms & Phrases,,2026-03-07 08:27:18.882131+03,B2,,,false,{idiom}
efebc6a3-ff25-43c8-ae9d-0f7fa77ceba6,idiom,have had it up to here,,Have had it up to here because of that comment.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
66f2399e-2e4b-4628-a7c6-cd9599851045,idiom,slip your mind,,We had to slip your mind before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
af2e1e2f-a83e-4be8-9e7f-3ab0f3a04077,idiom,be miles away,,Be miles away after a good night's sleep.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
df564695-1955-4bbc-a8d3-80ebcd10bae0,idiom,a misery guts,,A misery guts.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
6fc28bf5-7381-4406-a5ed-557f990bc99a,idiom,if the worst comes to the worst,,We had to if the worst comes to the worst before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
0f346bcb-4668-4878-aed6-9cc256ea563d,idiom,laugh all the way to the bank,,We had to laugh all the way to the bank before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
32747c19-d07b-4e70-8a33-7df4df89e8ff,idiom,toe the line,,We had to toe the line before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
6f9eacdf-2e73-4644-9287-cbd5fb5f9b77,idiom,make it up to sb,,We need to make it up to someone before Friday.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
5b12c565-7c00-45d4-ae40-f96c9642277f,idiom,let yourself go,,He accidentally let yourself go about the surprise party.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
c4eb4b89-8b7c-4edd-994a-c82e48a524b6,idiom,stand/stick out a mile,,We had to stand/stick out a mile before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
50aa46d2-dd41-4497-8899-787e578b967c,idiom,along the lines of sth,,We had to along the lines of something before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
077fc68d-dda9-4cdd-a156-89d2e7fb989a,idiom,on the other hand,,We had to on the other hand before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
608fc885-3de9-427f-afea-06f22c0990af,idiom,fed up (to the back teeth),,We had to fed up (to the back teeth) before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
978a22fa-f5cf-4f03-9274-7f283b5fd279,idiom,see/spot sth a mile off,,We had to see/spot something a mile off before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
cbd22fe0-6ddc-47da-b922-7506a9d5da0b,idiom,the back of sth,,We had to the back of something before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
23aee095-7d59-46a2-9317-4e875bc35697,idiom,"While the cat's away, the mice will play",,"While the cat's away, the mice will play.",list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
11d7f7ef-6827-4344-b0bb-00dfb247c362,idiom,Go cold turkey,резко прекратить,We had to Go cold turkey before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B1,,,false,{idiom}
8d850944-77e7-4511-90aa-18b59bf2a586,idiom,put sb in the picture,,Try to put someone in the picture before you judge her.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
93cb8ea2-5162-46c2-a6fc-e98162c1324f,idiom,As High As A Kite,Очень высоко; взлетевший высоко,By noon the balloons were as high as a kite.,engxam.com CAE Useful Idioms & Phrases,,2026-03-07 08:27:18.882131+03,C1,,,false,{idiom}
af53f2e2-45aa-45e0-8167-de5a94a69bd7,idiom,Sail through,,We had to Sail through before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
cd2d04f1-bb73-4574-ae27-fab6b3e454df,idiom,work/slog/sweat your guts out,,We had to work/slog/sweat your guts out before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
b921d480-fe40-474a-827c-a240748a39fa,idiom,turn your nose up,,We had to turn your nose up before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
72b52dd5-1c70-4a39-bdde-e29a1245548f,idiom,be down in the dumps,,Be down in the dumps after a good night's sleep.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
0234a394-4f05-4516-857c-35a98fd12c0f,idiom,be (right) up your alley/street,,Be (right) up your alley/street after a good night's sleep.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
2b6ac7ce-8d97-496b-a8be-8c133f3fb882,idiom,make/pull a face,,We had to make/pull a face before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
49272704-e614-4f38-93c8-b5e41e160d9e,idiom,matter-of-fact,,We had to matter-of-fact before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
e0afdfe6-1e13-4772-8920-ee1a89aee6ce,idiom,put/lay your cards on the table,,We had to put/lay your cards on the table before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
74db0f27-2485-44ab-bd6d-f6b61986c6ca,idiom,when/while sb's back is turned,,When/while someone's back is turned.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
aef64d64-1a9a-4d7a-a708-923869fe8ed4,idiom,run/cast your eye over,,We had to run/cast your eye over before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
f8c3bd36-da85-48ab-ad55-06fa91538578,idiom,prepare the ground,,Prepare the ground.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
227e2ab4-4773-43b4-868c-6018a71978f4,idiom,you can't have your cake and eat it,,You can't have your cake and eat it.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
23926f8e-705e-41d0-9f73-18b5202c3008,idiom,throw the baby out with the bathwater,,"After two hours of trying, he wanted to throw the baby out with the bathwater.",list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
6d714483-c0e4-46d0-99a7-60ca53a4d532,idiom,have a bash,,Have a bash because of that comment.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
66d0d25b-8eeb-4917-8482-086fa836df0c,idiom,behind your back,,We had to behind your back before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
08453822-2a3f-4a00-b8be-d32ab2e0a5ac,idiom,tell someone off,,We had to tell someone off before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
fc51945a-3a34-4b68-9a11-a6785439f613,idiom,Everything But The Kitchen Sink,Почти всё подряд,She packed everything but the kitchen sink for a two-day trip.,engxam.com CAE Useful Idioms & Phrases,,2026-03-07 08:27:18.882131+03,C1,,,false,{idiom}
bcc3073c-18b0-4c6c-8ce0-b1022fdff20a,idiom,not have a minute to call your own,,We had to not have a minute to call your own before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
de4c0acd-949f-42ca-b9f3-7009c5ce872e,idiom,Great Minds Think Alike,Умные люди мыслят одинаково,You chose the same book as I did—great minds think alike.,engxam.com CAE Useful Idioms & Phrases,,2026-03-07 08:27:18.882131+03,B2,,,false,{idiom}
d28a3e68-4264-4d89-a764-9a59db3da78a,idiom,jazz something up,,We had to jazz something up before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
0849e806-d1f3-4117-9302-efc4b7f7dcc9,idiom,keep in touch with sb,,Please keep in touch with someone while I'm away.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
feab5c23-88bf-4910-afa2-0db02aa6cb1e,idiom,cold-blooded,,We had to cold-blooded before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
9895ef0d-81b6-43af-9efd-cb239e9db1ef,idiom,add insult to injury,,We had to add insult to injury before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
4a7b4189-c180-4aff-8ec5-b4341e626db8,idiom,the facts of life,,We had to the facts of life before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
12c7a092-6805-41e8-9a5c-dd3ed1fc5a41,idiom,the odd one out,,We had to the odd one out before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
5c278527-7ab4-4212-a367-516f75a8830f,idiom,be on about,,Be on about after a good night's sleep.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
557cecb4-91f8-493c-8a62-36a6347be5ca,idiom,lead sb astray,,We had to lead someone astray before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
29b779e2-031c-44ab-ac1d-adccbc11c644,idiom,common ground,,We had to common ground before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
8a54374e-0e82-48bc-bdae-8e62a8d0626a,idiom,Take a rain check,отложить,He decided to Take a rain check and start his own business.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B1,,,false,{idiom}
506fc0e0-553a-4813-ab05-cfc79774f7d3,idiom,fade/pale into insignificance,,We had to fade/pale into insignificance before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
86389725-4434-4949-af36-0e9c446a08de,idiom,tighten your belt,,We had to tighten your belt before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
db8fe623-4eed-49ab-b0f8-34994ed9248c,idiom,word for word,,We had to word for word before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
8050b3a5-cb41-465c-a00c-3f3e2ed9621a,idiom,wave a magic wand,,We had to wave a magic wand before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
94f52a3f-6ad4-4652-9014-bd201188161b,idiom,keep someone at arm's length,,Please keep someone at arm's length while I'm away.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
2945e2fa-399a-49fd-af48-4629d030a47f,idiom,Shoot yourself in the foot,навредить себе,We had to Shoot yourself in the foot before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B1,,,false,{idiom}
9db37306-5528-4c86-9144-98a21055c582,idiom,Sell like hotcakes,,We had to Sell like hotcakes before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
f5cf6bef-7d1c-426a-a532-ddf1de24ac85,idiom,sign on the dotted line,,We had to sign on the dotted line before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
7d382628-6560-44cb-b3a6-6126255bab88,idiom,High On The Hog,Жить на широкую ногу,"After the bonus, they were living high on the hog.",engxam.com CAE Useful Idioms & Phrases,,2026-03-07 08:27:18.882131+03,C1,,,false,{idiom}
97745c07-f974-4b3e-a71d-0ba52f2f418a,idiom,fly off the handle,,We had to fly off the handle before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
065a5ddd-0f66-428a-b6c9-333b4063afa0,idiom,from the horse's mouth,,We had to from the horse's mouth before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
e6a2af46-da95-4512-aea2-104068ec7773,idiom,Be an open book,,Be an open book after a good night's sleep.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
d11f6a78-caa0-40fb-90f3-2b469f019aa0,idiom,blow a fuse,,We had to blow a fuse before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
2614ce34-9875-432b-bad7-b0ed054b0ec9,idiom,from/since the year dot,,We had to from/since the year dot before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
0fb2216f-cc13-40a6-bf70-cb57a28fcf69,idiom,be as dry as a bone,,Be as dry as a bone after a good night's sleep.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
b38edebc-d8ea-4704-bd57-a41cedc841f5,idiom,wake-up call,,We had to wake-up call before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
6adc0ad3-4ad0-4bc7-9821-7cc19cfc9b0a,idiom,off the top of your head,,We had to off the top of your head before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
9dfc07d1-bec1-4b26-9bfb-cb19169a46b5,idiom,dig yourself into a hole,,We had to dig yourself into a hole before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
3059135b-7a3c-46e0-9b7c-25fd9d569988,idiom,like greased lightning,,We had to like greased lightning before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
11fa9300-5742-4d9b-a7c2-3e4fb3152bfd,idiom,bend the rules,,She bend the rules to help the new student.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
b425b0a2-0fe6-46ec-bc64-e770bf42f046,idiom,be a tall order,,Be a tall order after a good night's sleep.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
1485f463-882a-4030-bc8e-6bc082433830,idiom,become a law unto yourself,,We had to become a law unto yourself before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
9d9f3439-89be-4280-9809-68e0ef02e1a2,idiom,get/start off on the wrong foot,,We had to get/start off on the wrong foot before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
51b5e427-3043-43f5-974b-a13aabb755c9,idiom,be in the doldrums,,Be in the doldrums after a good night's sleep.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
a103c5e0-e949-4a1e-adfa-3f526aac8a34,idiom,There's no smoke without fire,,"We often use 'There''s no smoke without fire'"" in informal English.""",list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
e182ec52-f3f6-4a3a-87c3-e9d3d507a997,idiom,get your act together,,She get your act together when she heard the bad news.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
79bdeefb-007a-4f2d-a685-f74dfe03cdc0,idiom,sleep like a log,,We had to sleep like a log before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
eb4162e2-1d01-4f19-a4e7-515a195afff9,idiom,get wind of sth,,She get wind of something when she heard the bad news.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
f07ecb02-14cb-403d-940e-9e684be2e7ff,idiom,on a knife-edge,,We had to on a knife-edge before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
4dbf4e6f-5138-446b-a553-dff35cf85ffc,idiom,be in the spotlight,,Be in the spotlight after a good night's sleep.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
0660672f-e83c-4bf2-b44b-018110047410,idiom,have something in the bag,,Have something in the bag because of that comment.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
92d523fc-c70b-4a4b-8269-01e59ee37c97,idiom,a brain drain,,We had to a brain drain before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
fb301e9f-5c50-45ed-8364-055cbb73be61,idiom,Every Cloud Has A Silver Lining,Нет худа без добра,"Losing that job was hard, but every cloud has a silver lining.",engxam.com CAE Useful Idioms & Phrases,,2026-03-07 08:27:18.882131+03,B2,,,false,{idiom}
ddb63df3-cd01-40c7-a75e-de250991535e,idiom,Start From Scratch,Начинать с нуля,"After the hard drive crashed, we had to start from scratch.",engxam.com CAE Useful Idioms & Phrases,,2026-03-07 08:27:18.882131+03,B1,,,false,{idiom}
e3fddbfe-f647-47ad-8acb-26e964b7a637,idiom,Head Over Heels,По уши; без памяти,She is head over heels in love with him.,engxam.com CAE Useful Idioms & Phrases,,2026-03-07 08:27:18.882131+03,B2,,,false,{idiom}
b044c096-9e09-4b84-bfd4-adb544b289e1,idiom,change hands,,We had to change hands before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
2c483528-18aa-4d9a-8ee2-37f65718b483,idiom,To learn by the ropes,,We had to learn by the ropes before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
78eb0da6-514b-47fd-ae89-5b7bc64c9824,idiom,Haste Makes Waste,Поспешишь — людей насмешишь,Slow down—haste makes waste.,engxam.com CAE Useful Idioms & Phrases,,2026-03-07 08:27:18.882131+03,B2,,,false,{idiom}
b811137b-1371-4cfe-8754-1fe35a460bbc,idiom,a dab hand,,We had to a dab hand before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
ed16f7a2-40e6-4300-b65e-a89892bd502e,idiom,put/get sb's back up,,We had to put/get someone's back up before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
a055bf1e-f689-4fa0-8e6f-36e7af4a0480,idiom,straight from the horse's mouth,,We had to straight from the horse's mouth before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
77f603cc-0dd2-4175-ad94-84cf983e5d4c,idiom,Back To Square One,Вернуться к исходной точке,"The files were corrupted, so we were back to square one.",engxam.com CAE Useful Idioms & Phrases,,2026-03-07 08:27:18.882131+03,B2,,,false,{idiom}
9acb1472-8ce1-4b16-ad07-e55fbb7f4e1a,idiom,to cut a long story short,,We had to cut a long story short before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
3eacf5e6-c1c2-4e00-b4fd-0dea5b6bf123,idiom,be walking/floating on air,,Be walking/floating on air after a good night's sleep.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
1f47ae26-0d74-40ac-8bb1-9b716b44e0c3,idiom,A Fool And His Money Are Easily Parted,У дурака деньги долго не держатся,He bought another useless gadget— a fool and his money are easily parted.,engxam.com CAE Useful Idioms & Phrases,,2026-03-07 08:27:18.882131+03,C1,,,false,{idiom}
9e5fee3f-9cb9-415d-9ff8-ff2161f78110,idiom,lose heart,,We had to lose heart before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
010a8da9-e67c-4f60-8843-908cd10bde18,idiom,get/go from A to B,,We had to get/go from A to B before making a final decision.,list of idioms intermediate 2.txt,,2026-03-07 12:12:55.362803+03,B2,,,false,{idiom}
